airfoil_family,tubercle_amplitude,tubercle_wavelength,tubercle_shape,root_chord,tip_chord,sweep_angle,angle_of_attack,airspeed,separation_x_over_c,data_source
symmetric,0,0,none,1,1,0,15,30,0.259,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.281,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.284,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.269,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.264,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0802,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0942,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0766,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0793,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.091,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0999,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0843,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.0799,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.746,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.754,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.736,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.782,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.745,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.751,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.738,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.774,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.698,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.702,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.683,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.714,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.702,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.698,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.691,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.704,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.644,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.632,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.654,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.636,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.646,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.638,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.649,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.641,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.535,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.554,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.523,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.546,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.538,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.551,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.532,OpenFOAM
cambered,0,0,none,1,1,0,15,15,0.543,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.423,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.434,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.412,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.428,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.425,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.431,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.419,OpenFOAM
cambered,0,0,none,1,1,0,20,15,0.426,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.649,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.657,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.642,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.639,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.645,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.659,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.639,OpenFOAM
cambered,0,0,none,1,1,0,0,30,0.642,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.597,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.602,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.568,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.554,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.601,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.596,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.574,OpenFOAM
cambered,0,0,none,1,1,0,5,30,0.568,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.526,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.546,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.573,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.524,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.529,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.541,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.569,OpenFOAM
cambered,0,0,none,1,1,0,10,30,0.527,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.477,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.469,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.498,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.487,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.579,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.471,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.489,OpenFOAM
cambered,0,0,none,1,1,0,15,30,0.493,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.388,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.396,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.402,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.376,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.391,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.392,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.399,OpenFOAM
cambered,0,0,none,1,1,0,20,30,0.383,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.974,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.963,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.972,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.957,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.981,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.966,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.97,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,15,0.962,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.94,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.965,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.932,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.953,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.942,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.961,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.941,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,15,0.936,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.811,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.833,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.865,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.823,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.814,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.826,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.858,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,15,0.826,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.688,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.697,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.683,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.703,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.692,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.691,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.685,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,15,0.697,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.564,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.576,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.545,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.587,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.568,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.571,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.549,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,15,0.583,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.953,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.962,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.954,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.948,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.956,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.959,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.962,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,0,30,0.955,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.9146,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.9257,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.903,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.943,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.9246,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.9154,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.934,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,5,30,0.952,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.693,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.671,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.703,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.696,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.695,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.669,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.699,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,10,30,0.703,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.586,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.575,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.593,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.588,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.591,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.572,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.594,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,15,30,0.586,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.487,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.496,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.481,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.491,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.482,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.488,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.486,OpenFOAM
biomimetic,26.247,49.607,whale,1,1,0,20,30,0.493,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.9579,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.9533,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.9633,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.9537,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.954,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.9477,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.9635,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,15,0.943,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9245,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9222,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9224,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9254,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9251,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9221,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9258,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,15,0.9244,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.8036,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.8014,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.8012,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.797,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.8062,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.8045,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.803,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,15,0.8026,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.6763,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.6765,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.6806,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.6821,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.682,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.6747,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.6787,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,15,0.681,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5634,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5589,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5571,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5665,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5653,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5651,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5634,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,15,0.5576,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9408,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9394,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9398,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9397,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9406,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9399,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9404,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,0,30,0.9402,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9129,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9198,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9299,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9187,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9035,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9209,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9098,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,5,30,0.9336,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6855,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6838,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6802,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6859,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6872,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6831,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6881,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,10,30,0.6852,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.567,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.5644,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.5733,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.5772,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.562,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.5621,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.5692,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,15,30,0.5778,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4732,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4782,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4733,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4779,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4767,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4781,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4747,OpenFOAM
biomimetic,28.537,47.334,whale,1,1,0,20,30,0.4756,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9519,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9572,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9365,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9553,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9455,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.956,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9349,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,15,0.9502,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9136,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9162,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9143,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9156,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9154,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9148,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9129,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,15,0.9165,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7967,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.8019,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7969,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7922,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7985,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7885,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7906,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,15,0.7934,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6654,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6707,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6703,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.671,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6703,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6672,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6683,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,15,0.6724,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.5427,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.5471,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.5514,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.553,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.5573,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.555,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.541,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,15,0.5479,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9298,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9297,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9308,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9296,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9307,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9302,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9305,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,0,30,0.9302,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9115,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9274,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.909,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9216,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9092,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9267,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9152,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,5,30,0.9141,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.6718,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.674,OpenFOAM
